name  ,operation  ,dod  , age  ,unit  ,cod  
"Turner Jr., Sgt. Thomas B.",Iraqi Freedom,7/14/06,31,"1st Squadron, 32nd Cavalry Regiment, 1st Brigade Combat Team, 101st Airborne Division, Fort Campbell, Ky.",IED
"Contreras, Sgt. Andres J.",Iraqi Freedom,7/15/06,23,"519th Military Police Battalion, 1st Combat Support Brigade, Fort Polk, La.",IED
"Holguin, Spec. Manuel J.",Iraqi Freedom,7/15/06,21,"2nd Battalion, 6th Infantry Regiment, 2nd Brigade, 1st Armored Division, Baumholder, Germany",IED
"Evey, Staff Sgt. Jason M.",Iraqi Freedom,7/16/06,29,"1st Squadron, 10th Calvary Regiment, 2nd Brigade Combat Team, Fort Hood, Tex.",IED
"Kassin, Sgt. Robert P.",Enduring Freedom,7/16/06,29,"2nd Battalion, 4th Infantry Regiment, 4th Brigade Combat Team, 10th Mountain Division, Fort Polk, La.",hostile action
"Baughman, Cpl. Nathaniel S.",Iraqi Freedom,7/17/06,23,"1st Battalion, 187th Infantry Regiment, 3rd Brigade Combat Team, 101st Airborne Division, Fort Campbell, Ky.",hostile action
"Chiomento, Staff Sgt. Robert J.",Enduring Freedom,7/17/06,34,"2nd Battalion, 4th Infantry Regiment, 4th Brigade Combat Team, 10th Mountain Division, Fort Polk, La.",hostile action
"Dickinson II, Staff Sgt. Michael A.",Iraqi Freedom,7/17/06,26,"9th Psychological Operations Battalion, 4th Psychological Operations Group, U.S. Army Special Operations Command, Fort Bragg, N.C.",hostile action
"Pugh, Staff Sgt. Kenneth I.",Iraqi Freedom,7/17/06,39,"3rd Battalion, 67th Armor Regiment, 4th Brigade Combat Team, 4th Infantry Division, Fort Hood, Texas",hostile action
"Smith, Sgt. 1st Class Scott R.",Iraqi Freedom,7/17/06,34,"737th Explosive Ordnance Detachment, 52nd Ordnance Group, Fort Belvoir, Va.",IED
"Cayer, Lance Cpl. Geofrey R.",Iraqi Freedom,7/18/06,20,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",non-combat
"Vecchione, Sgt. Mark R.",Iraqi Freedom,7/18/06,25,"1st Battalion, 37th Armor Regiment, 1st Armored Division, Friedberg, Germany",IED
"Caban, Staff Sgt. Eric",Enduring Freedom,7/19/06,28,"3rd Battalion, 7th Special Forces Group (Airborne), Fort Bragg, N.C.",hostile action
"Plowman, Pfc. Derek J.",Iraqi Freedom,7/20/06,20,"Army National Guard's 1st Battalion, 142nd Fires Brigade, Rogers, Ark.",hostile action
"Ramon, Cpl. Julian A.",Iraqi Freedom,7/20/06,22,"3rd Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Pate, Capt. Christopher T.",Iraqi Freedom,7/21/06,29,"2nd Air Naval Gunfire Liaison Company, Command Element, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Rafferty, 1st Sgt. Christopher C.",Enduring Freedom,7/21/06,37,"37th Engineer Battalion, Fort Bragg, N.C.",hostile action
"Wallace, Cpl. Matthew P.",Iraqi Freedom,7/21/06,22,"10th Cavalry Regiment, 2nd Brigade Combat Team, 4th Infantry Division, Fort Hood, Texas",IED
"Fargo, Cpl. Adam J.",Iraqi Freedom,7/22/06,22,"4th Brigade Troop Battalion, 4th Brigade Combat Team, 101st Airborne Division, Fort Campbell, Ky.",hostile action
"Russell, Capt. Blake H.",Iraqi Freedom,7/22/06,35,"1st Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Swanson, Staff Sgt. Christopher W.",Iraqi Freedom,7/22/06,25,"2nd Battalion, 6th Infantry Regiment, 1st Armored Division, Baumholder, Germany",hostile action
"Castner, Spec. Stephen W.",Iraqi Freedom,7/24/06,27,"Army National Guard's 1st Battalion, 121st Field Artillery, Milwaukee, Wis.",IED
"Hierholzer, Sgt. David M.",Enduring Freedom,7/24/06,27,"1st Battalion, 32nd Infantry Regiment, 3rd Brigade Combat Team, 10th Mountain Division, Fort Drum, N.Y.",hostile action
"Samson Jr., Spec. Dennis K.",Iraqi Freedom,7/24/06,24,"1st Battalion, 506th Infantry Regiment, 101st Airborne Division, Fort Campbell, Ky.",hostile action
"West, Capt. Jason M.",Iraqi Freedom,7/24/06,28,"1st Brigade, 1st Armored Division, Friedberg, Germany",hostile action
"Graves, Spec. Joseph A.",Iraqi Freedom,7/25/06,21,"110th Military Police Company, 720th Military Police Battalion, 89th Military Police Brigade, Fort Hood, Texas.",hostile action
"Velez, Spec. Andrew",Enduring Freedom,7/25/06,22,"Corps Support Battalion, Theater Support Command, Fort Irwin, Calif.",non-combat
"Koth, Petty Officer 2nd Class Edward A.",Iraqi Freedom,7/26/06,30,"Explosive Ordnance Disposal Mobile Unit Eight, serving with Multinational Corps Iraq in Baghdad",hostile action
"Higgins, Lance Cpl. James W.",Iraqi Freedom,7/27/06,22,"1st Battalion, 1st Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Murray, Lance Cpl. Adam R.",Iraqi Freedom,7/27/06,21,"3rd Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Roos, Cpl. Timothy D.",Iraqi Freedom,7/27/06,21,"3rd Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Sanchez, Pfc. Enrique C.",Iraqi Freedom,7/27/06,21,"3rd Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Baucus, Cpl. Phillip E.",Iraqi Freedom,7/29/06,28,"3rd Light Armored Reconnaissance Battalion, 1st Marine Division, I Marine Expeditionary Force, Twentynine Palms, Calif.",hostile action
"Butterfield, Lance Cpl. Anthony E.",Iraqi Freedom,7/29/06,19,"3rd Light Armored Reconnaissance Battalion, 1st Marine Division, I Marine Expeditionary Force, Twentynine Palms, Calif.",hostile action
"Hanson, Pfc. Jason",Iraqi Freedom,7/29/06,21,"3rd Light Armored Reconnaissance Battalion, 1st Marine Division, I Marine Expeditionary Force, Twentynine Palms, Calif.",hostile action
"Williams, Sgt. Christian B.",Iraqi Freedom,7/29/06,27,"3rd Light Armored Reconnaissance Battalion, 1st Marine Division, I Marine Expeditionary Force, Twentynine Palms, Calif.",hostile action
"Ford, Sgt. Joshua A.",Iraqi Freedom,7/31/06,20,"Army National Guard 189th Transportation Company, 485th Corps Support Battalion, Norfolk, Neb.",hostile action
"Hsia, Spec. Hai Ming",Iraqi Freedom,8/1/06,37,"6th Infantry Regiment, 1st Armored Division, Baumholder, Germany",hostile action
"Jopek, Sgt. Ryan D.",Iraqi Freedom,8/2/06,20,"Army National Guard's 2nd Battalion, 127th Infantry Regiment, Waupun, Wis.",IED
"Laird, Sgt. Dustin D.",Iraqi Freedom,8/2/06,23,"Army National Guard 913th Engineer Company, 46th Engineer Battalion, Union City, Tenn.",IED
"Lee, Petty Officer 2nd Class Marc A.",Iraqi Freedom,8/2/06,28,Aviation ordnanceman and a member of a West Coast-based SEAL Team,hostile action
"Tomci, Cpl. Joseph A.",Iraqi Freedom,8/2/06,21,"3rd Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Dechen, Lance Cpl. Kurt E.",Iraqi Freedom,8/3/06,24,"1st Battalion, 25th Marine Regiment, 4th Marine Division, while attached to Regimental Combat Team 5, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Suplee, Staff Sgt. Daniel A.",Enduring Freedom,8/3/06,39,"Army National Guard 153rd Cavalry Squadron, Ocala, Fla.",vehicle accident
"Ulloa Jr., Sgt. George M.",Iraqi Freedom,8/3/06,23,"2nd Tank Battalion, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Beste, Sgt. Bradley H.",Iraqi Freedom,8/4/06,22,"1st Calvary Regiment, 1st Armored Division, Friedberg, Germany",IED
"Segura Jr., Sgt. Leroy",Iraqi Freedom,8/4/06,23,"362nd Engineer Company, 54th Engineer Battalion, Fort Benning, Ga.",vehicle accident
"Storey, Staff Sgt. Clint J.",Iraqi Freedom,8/4/06,30,"1st Calvary Regiment, 1st Armored Division, Friedberg, Germany",IED
"Kubik, Pfc. Brian J.",Iraqi Freedom,8/5/06,20,"1st Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division, Fort Campbell, Ky.",hostile action
"Clark, Sgt. Carlton A.",Iraqi Freedom,8/6/06,22,"2nd Brigade Troop Battalion, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Melvin, Staff Sgt. Tracy L.",Iraqi Freedom,8/6/06,31,"2nd Battalion, 6th Infantry Regiment, 1st Armored Division, Baumholder, Germany",IED
"Seale, Staff Sgt. Stephen A.",Iraqi Freedom,8/6/06,25,"2nd Brigade Troop Battalion, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Zamora, Spec. Jose",Iraqi Freedom,8/6/06,24,"2nd Brigade Troop Battalion, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Brown, Sgt. Jeffrey S.",Iraqi Freedom,8/8/06,25,"82nd Medical Company (Air Ambulance), Fort Riley, Kan.",helicopter accident
"Mennemeyer, Sgt. Steven P.",Iraqi Freedom,8/8/06,26,"82nd Medical Company (Air Ambulance), Fort Riley, Kan.",helicopter accident
"Jagger, 1st Sgt. Aaron D.",Iraqi Freedom,8/9/06,43,"1st Battalion, 37th Armor Regiment, 1st Armored Division, Friedberg, Germany",IED
"Ramirez, Spec. Ignacio",Iraqi Freedom,8/9/06,22,"1st Battalion, 37th Armor Regiment, 1st Armored Division, Friedberg, Germany",IED
"Woods, Spec. Shane W.",Iraqi Freedom,8/9/06,23,"1st Battalion, 37th Armor Regiment, 1st Armored Division, Friedberg, Germany",IED
"Long, Lance Cpl. Jeremy Z.",Iraqi Freedom,8/10/06,18,"1st Battalion, 7th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Twentynine Palms, Calif.",hostile action
"Garza, Jr., Spc. Rogelio R.",Enduring Freedom,8/11/06,26,"1st Battalion, 32nd Infantry Regiment, 3rd Brigade Combat Team, 10th Mountain Division (Light Infantry), Fort Drum, N.Y.",hostile action
"Small, Pfc. Andrew R.",Enduring Freedom,8/11/06,19,"1st Battalion, 32nd Infantry Regiment, 3rd Brigade Combat Team, 10th Mountain Division (Light Infantry), Fort Drum, N.Y.",hostile action
"White, Jr., Pfc. James P.",Enduring Freedom,8/11/06,19,"1st Battalion, 32nd Infantry Regiment, 3rd Brigade Combat Team, 10th Mountain Division (Light Infantry), Fort Drum, N.Y.",hostile action
"Jenkins, Staff Sgt. Kenneth A.",Iraqi Freedom,8/12/06,25,"3rd Battalion, 67th Armor Regiment, 4th Brigade Combat Team, 4th Infantry Division, Fort Hood, Texas",hostile action
"Lloyd, Staff Sgt. Michael C.",Iraqi Freedom,8/12/06,24,"10th Cavalry Regiment, 2nd Brigade Combat Team, 4th Infantry Division, Fort Hood, Texas",IED
"Zeigler, Staff Sgt. Kevin L.",Iraqi Freedom,8/12/06,31,"10th Cavalry Regiment, 2nd Brigade Combat Team, 4th Infantry Division, Fort Hood, Texas",IED
"Cole, Cpl. Jeremiah S.",Enduring Freedom,8/16/06,26,"2nd Battalion, 87th Infantry Regiment, 1st Brigade Combat Team, 10th Mountain Division, Fort Drum, N.Y.",IED
"Glover, Lance Cpl. Michael D.",Iraqi Freedom,8/16/06,28,"Marine Forces Reserve’s 2nd Battalion, 25th Marine Regiment, 4th Marine Division, Albany, N.Y.",hostile action
"Loa, Staff Sgt. Jeffrey S.",Iraqi Freedom,8/16/06,32,"1st Battalion, 35th Armored Regiment, 2nd Brigade, 1st Armored Division, Baumholder, Germany",IED
"McKenna IV, Capt. John J.",Iraqi Freedom,8/16/06,30,"Marine Forces Reserve’s 2nd Battalion, 25th Marine Regiment, 4th Marine Division, Albany, N.Y.",hostile action
"Phillips, Sgt. John P.",Iraqi Freedom,8/16/06,29,"9th Engineer Support Battalion, 3rd Marine Logistics Group, III Marine Expeditionary Force, Okinawa, Japan",hostile action
"Arellano, Pfc. James J.",Iraqi Freedom,8/17/06,19,"1st Battalion, 67th Armored Regiment, 2nd Brigade, 4th Infantry Division, Fort Hood, Texas",IED
"Blake, Pvt. Joseph R.",Enduring Freedom,8/17/06,34,"1st Battalion, 32nd Infantry Regiment, 3rd Brigade Combat Team, 10th Mountain Division, Fort Drum, N.Y.",hostile action
"Villa Jr., Sgt. 1st Class Ruben J.",Iraqi Freedom,8/18/06,36,"Area Support Group (CFLCC), Camp Arifjan, Kuwait",non-combat
"Drawl Jr., Spec. Robert E.",Enduring Freedom,8/19/06,21,"1st Battalion, 32nd Infantry Regiment, 3rd Brigade Combat Team, 10th Mountain Division, Fort Drum, N.Y.",IED
"Jackson, Sgt. Wakkuna A.",Enduring Freedom,8/19/06,21,"710th Combat Support Battalion, 3rd Brigade Combat Team, 10th Mountain Division, Fort Drum, N.Y.",IED
"Quick, Sgt. Marquees A.",Iraqi Freedom,8/19/06,28,"1st Cavalry Regiment, 2nd Brigade Combat Team, 1st Armored Division, Friedberg, Germany",hostile action
"Servais, Senior Airman Adam P.",Enduring Freedom,8/19/06,23,"23rd Special Tactics Squadron, Hurlburt Field, Fla.",hostile action
"Sitton, Spec. Christopher F.",Enduring Freedom,8/19/06,21,"710th Combat Support Battalion, 3rd Brigade Combat Team, 10th Mountain Division, Fort Drum, N.Y.",IED
"DeRoo, Sgt. Gabriel G.",Iraqi Freedom,8/20/06,25,"2nd Battalion, 3rd Infantry Regiment, 3rd Brigade, 2nd Infantry Division, Fort Lewis, Wash.",hostile action
"Galvez, Cpl. Adam A.",Iraqi Freedom,8/20/06,21,"3rd Light Armored Reconnaissance Battalion, 1st Marine Division, I Marine Expeditionary Force, Twentynine Palms, Calif.",hostile action
"Kenyon, Hospitalman Chadwick T.",Iraqi Freedom,8/20/06,20,"3rd Light Armored Reconnaissance Battalion, 1st Marine Division, I Marine Expeditionary Force, Twentynine Palms, Calif.",IED
"Newman, Lance Cpl. Randy L.",Iraqi Freedom,8/20/06,21,"3rd Light Armored Reconnaissance Battalion, 1st Marine Division, I Marine Expeditionary Force, Twentynine Palms, Calif.",hostile action
"Clemmons, Master Sgt. Brad A.",Iraqi Freedom,8/21/06,37,"354th Civil Engineer Squadron, Eielson Air Force Base, Alaska",IED
"Darga, Chief Petty Officer Paul J.",Iraqi Freedom,8/22/06,34,"Explosive Ordnance Disposal Mobile Unit Two, serving with the 1st Marine Logistics Group",IED
"Barbieri, Spec. Thomas J.",Iraqi Freedom,8/23/06,24,"1st Battalion, 325th Airborne Infantry Regiment, 2nd Brigade, 82nd Airborne Division, Fort Bragg, N.C.",hostile action
"Hirlston, Lance Cpl. James D.",Iraqi Freedom,8/23/06,21,"2nd Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"King, Sgt. Jeremy E.",Iraqi Freedom,8/24/06,23,"8th Squadron, 10th Cavalry Regiment, 4th Brigade, 4th Infantry Division, Fort Hood, Texas",hostile action
"Solomon, Staff Sgt. Gordon G.",Iraqi Freedom,8/24/06,35,"3rd Battalion, 2nd Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Thorne, Pfc. William E.",Iraqi Freedom,8/24/06,26,"1st Squadron, 10th Cavalry Regiment, 2nd Brigade, 4th Infantry Division, Fort Hood, Texas",IED
"Williams, Staff Sgt. Dwayne E.",Iraqi Freedom,8/24/06,28,"9th Engineer Support Battalion, 3rd Marine Logistics Group, III Marine Expeditionary Force, Okinawa, Japan",hostile action
"Pierson, Cpl. Jordan C.",Iraqi Freedom,8/25/06,21,"1st Battalion, 25th Marine Regiment, 4th Marine Division, Plainville, Conn.",hostile action
"Weimortz, Cpl. David G.",Iraqi Freedom,8/26/06,28,"3rd Battalion, 2nd Marine Regiment, 2nd Marine Division, Camp Lejeune, N.C.",hostile action
"Zayas, Spec. Edgardo",Iraqi Freedom,8/26/06,29,"1st Squadron, 61st Cavalry Regiment, 4th Brigade Combat Team, 101st Airborne Division, Fort Campbell, Ky.",IED
"Almazan, Sgt. David J.",Iraqi Freedom,8/27/06,27,"1st Battalion, 36th Infantry Regiment, 1st Brigade Combat Team, 1st Armored Division, Friedberg, Germany",IED
"Benson, Sgt. Darry",Iraqi Freedom,8/27/06,46,"Army National Guard's 730th Quartermaster Battalion, Ahoskie, N.C.",non-combat
"Cross, Spec. Kenneth M.",Iraqi Freedom,8/27/06,21,"1st Battalion, 23rd Infantry Regiment, 3rd Brigade, 2nd Infantry Division (Stryker Brigade Combat Team), Fort Lewis, Wash.",IED
"Dolan, Pfc. Daniel G.",Iraqi Freedom,8/27/06,19,"1st Battalion, 23rd Infantry Regiment, 3rd Brigade, 2nd Infantry Division (Stryker Brigade Combat Team), Fort Lewis, Wash.",IED
"Hansen, Staff Sgt. Jeffrey J.",Iraqi Freedom,8/27/06,31,"Army National Guard 1st Squadron, 167th Cavalry Regiment, Lincoln, Neb.",vehicle accident
"Hildreth, Spec. Seth A.",Iraqi Freedom,8/27/06,26,"1st Squadron, 10th Cavalry Regiment, 2nd Brigade, 4th Infantry Division, Fort Hood, Texas",IED
"Jazmin, Sgt. Moises",Iraqi Freedom,8/27/06,25,"1st Battalion, 66th Armor Regiment, 1st Brigade, 4th Infantry Division, Fort Hood, Texas",IED
"Jones, Cpl. Joshua D.",Iraqi Freedom,8/27/06,24,"3rd Battalion, 67th Armor Regiment, 4th Brigade Combat Team, 4th Infantry Division, Fort Hood, Texas",hostile action
"Lee, Spec. Qixing",Iraqi Freedom,8/27/06,20,"1st Battalion, 66th Armor Regiment, 1st Brigade, 4th Infantry Division, Fort Hood, Texas",IED
"Novak, Spec. Shaun A.",Iraqi Freedom,8/27/06,21,"1st Battalion, 66th Armor Regiment, 1st Brigade, 4th Infantry Division, Fort Hood, Texas",IED
"Smith, Spec. Tristan C.",Iraqi Freedom,8/27/06,23,"1st Battalion, 66th Armor Regiment, 1st Brigade, 4th Infantry Division, Fort Hood, Texas",IED
"Champlin, Lance Cpl. Donald E.",Iraqi Freedom,8/28/06,28,"3rd Battalion, 2nd Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Schneider, Spec. Matthew E.",Iraqi Freedom,8/28/06,23,"141st Signal Battalion, 1st Armored Division, Wiesbaden, Germany",non-combat
"Squires, Cpl. Shannon L.",Iraqi Freedom,8/28/06,25,"3rd Battalion, 321 Field Artillery Regiment, 18th Field Artillery Brigade, XVIIIth Airborne Corps Artillery, Fort Bragg, N.C.",IED
"Vosbein, Sgt. Matthew J.",Iraqi Freedom,8/29/06,30,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Warndorf, Cpl. Christopher T.",Iraqi Freedom,8/29/06,21,"3rd Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Hanson, Sgt. Joshua R.",Iraqi Freedom,8/30/06,27,"Army National Guard 2nd Battalion, 136th Infantry, Detroit Lakes, Minn.",IED
"Wolfe, Pfc. Colin J.",Iraqi Freedom,8/30/06,19,"3rd Battalion, 2nd Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Deason, Staff Sgt. Michael L.",Iraqi Freedom,8/31/06,28,"3rd Battalion, 320th Field Artillery Regiment, 3rd Brigade, 101st Airborne Division, Fort Campbell, Ky.",IED
"Golla, Lance Cpl. Cliff K.",Iraqi Freedom,9/1/06,21,"3rd Battalion, 2nd Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Mercado-Velazquez, Staff Sgt. Angel D.",Iraqi Freedom,9/1/06,24,"1st Battalion, 325th Airborne Infantry Regiment, 2nd Brigade Combat Team, 82nd Airborne Division, Fort Bragg, N.C.",hostile action
"Alex, Staff Sgt. Eugene H.E.",Iraqi Freedom,9/2/06,32,"4th Squadron, 14th Cavalry Regiment, 172nd Stryker Brigade Combat Team, Fort Wainwright, Alaska",hostile action
"Dreese, Pfc. Justin W.",Iraqi Freedom,9/2/06,21,"1st Battalion, 325th Airborne Infantry Regiment, 2nd Brigade Combat Team, 82nd Airborne Division, Fort Bragg, N.C.",hostile action
"Porras, Sgt. Ralph N.",Iraqi Freedom,9/2/06,36,"1st Battalion, 325th Airborne Infantry Regiment, 2nd Brigade Combat Team, 82nd Airborne Division, Fort Bragg, N.C.",hostile action
"Andino II, Pvt. Edwin A.",Iraqi Freedom,9/3/06,23,"1st Battalion, 26th Infantry Regiment, 2nd Brigade Combat Team, 1st Infantry Division, Wurzburg, Germany",IED
"Harris, Lance Cpl. Shane P.",Iraqi Freedom,9/3/06,23,"3rd Light Armored Reconnaissance Battalion, 1st Marine Division, I Marine Expeditionary Force, Twentynine Palms, Calif.",hostile action
"Henkes II, Sgt. 1st Class Richard J.",Iraqi Freedom,9/3/06,32,"2nd Battalion, 3rd Infantry Regiment, 3rd Brigade, 2nd Infantry Division, Fort Lewis, Wash.",IED
"Johnson, Lance Cpl. Philip A.",Iraqi Freedom,9/3/06,19,"3rd Battalion, 2nd Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Madaras, Pfc. Nicholas A.",Iraqi Freedom,9/3/06,19,"168th Combined Arms Battalion, 3rd Brigade Combat Team, 4th Infantry Division, Fort Carson, Colo.",IED
"Merrill, Sgt. Jason L.",Iraqi Freedom,9/3/06,22,"1st Battalion, 26th Infantry Regiment, 2nd Brigade Combat Team, 1st Infantry Division, Wurzburg, Germany",IED
"Miller, Pvt. Ryan E.",Iraqi Freedom,9/3/06,21,"3rd Battalion, 2nd Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Debro, Sgt. Germaine L.",Iraqi Freedom,9/4/06,33,"Army National Guard 1st Squadron, 167th Cavalry Regiment, Fremont, Neb.",IED
